Product ID,Product Category,Product Position,Price,Promotion,Foot Traffic,Consumer Demographics,Seasonal,Competitor Price,Sales Volume
PRD0711,Clothing,End-cap,338.69,Yes,High,College Students,Yes,365.13,1003
PRD0712,Clothing,Aisle,62.09,No,Low,Families,Yes,63.87,360
PRD0713,Electronics,End-cap,371.69,No,Low,Families,No,368.52,444
PRD0714,Electronics,Front of Store,6.27,No,Medium,College Students,Yes,6.1,740
PRD0715,Food,End-cap,430.05,No,High,Young Adults,Yes,410.55,1462
PRD0716,Food,End-cap,11.08,Yes,Medium,Young Adults,No,12.51,1420
PRD0717,Clothing,Front of Store,27.76,No,Low,College Students,No,30.51,384
PRD0718,Food,End-cap,185.17,Yes,High,College Students,Yes,211.0,1407
PRD0719,Electronics,Aisle,460.51,Yes,High,Young Adults,Yes,408.61,482
PRD0720,Electronics,Front of Store,93.59,Yes,Medium,Young Adults,Yes,100.07,650
PRD0721,Clothing,End-cap,480.37,Yes,Medium,Seniors,No,543.54,1290
PRD0722,Electronics,Aisle,22.5,No,High,Seniors,No,20.35,1113
PRD0723,Electronics,End-cap,402.54,No,Medium,Seniors,Yes,350.19,440
PRD0724,Electronics,Front of Store,358.44,Yes,Medium,Families,Yes,384.37,705
PRD0725,Electronics,Aisle,329.57,No,Low,Young Adults,Yes,336.93,381
PRD0726,Food,Front of Store,116.14,No,High,Families,No,128.05,1073
PRD0727,Food,End-cap,127.89,No,High,College Students,No,114.07,794
PRD0728,Food,End-cap,458.35,No,Low,Families,Yes,498.95,607
PRD0729,Food,Aisle,,No,Medium,Families,No,148.75,428
PRD0730,Food,Aisle,413.87,No,High,College Students,Yes,372.11,746
PRD0731,Clothing,End-cap,287.91,No,Medium,Families,Yes,258.91,814
PRD0732,Electronics,Front of Store,64.1,Yes,Low,Families,Yes,70.15,601
PRD0733,Clothing,End-cap,338.3,No,Medium,Seniors,Yes,355.07,669
PRD0734,Electronics,End-cap,31.07,Yes,Medium,College Students,No,31.28,968
PRD0735,Electronics,End-cap,115.48,No,High,College Students,No,110.59,1022
PRD0736,Electronics,Front of Store,260.31,Yes,Low,College Students,No,289.77,533
PRD0737,Clothing,Front of Store,27.73,Yes,Low,College Students,Yes,26.84,503
PRD0738,Electronics,End-cap,203.46,No,High,Young Adults,No,222.78,1708
PRD0739,Electronics,Aisle,439.11,No,Low,Young Adults,Yes,431.09,408
PRD0740,Food,Front of Store,433.69,No,Medium,College Students,No,417.68,546
PRD0741,Food,End-cap,387.9,No,High,Young Adults,No,383.56,1269
PRD0742,Electronics,End-cap,158.8,No,Low,Families,No,149.34,440
PRD0743,Food,End-cap,47.76,Yes,Medium,Seniors,No,51.31,1353
PRD0744,Clothing,Aisle,231.09,No,High,Seniors,No,231.28,916
PRD0745,Electronics,Front of Store,187.62,,Medium,Families,Yes,172.55,580
PRD0746,Clothing,End-cap,149.34,No,Low,Seniors,Yes,167.24,611
PRD0747,Food,Front of Store,393.33,Yes,High,Families,Yes,379.63,618
PRD0748,Food,End-cap,371.09,Yes,High,Families,Yes,375.94,993
PRD0749,Clothing,End-cap,125.08,No,Medium,Seniors,Yes,140.33,494
PRD0750,Electronics,Front of Store,187.3,No,Medium,Families,No,194.28,688
PRD0751,Food,Aisle,486.07,No,Low,Seniors,Yes,430.21,531
PRD0752,Food,Aisle,498.9,Yes,High,College Students,Yes,564.73,1790
PRD0753,Food,Front of Store,389.06,Yes,Medium,Seniors,No,403.97,1022
PRD0754,Clothing,Front of Store,367.57,Yes,High,Seniors,No,349.36,1345
PRD0755,Clothing,End-cap,275.55,No,Low,College Students,Yes,245.73,225
PRD0756,Food,End-cap,399.01,Yes,Low,Seniors,Yes,434.21,586
PRD0757,Electronics,Front of Store,79.53,No,Low,Families,No,82.39,352
PRD0758,Clothing,Front of Store,466.54,No,Low,Young Adults,No,471.22,375
PRD0759,Electronics,Front of Store,,No,Low,College Students,No,18.83,438
PRD0760,Clothing,Aisle,273.06,No,High,Seniors,No,296.7,708
PRD0761,Clothing,Aisle,319.79,No,High,College Students,Yes,286.37,304
PRD0762,Electronics,Aisle,348.26,No,Low,College Students,Yes,328.59,428
PRD0763,Electronics,Front of Store,9.75,No,Medium,Families,No,9.01,406
PRD0764,Electronics,Front of Store,170.83,No,Medium,Families,Yes,183.33,707
PRD0765,Clothing,End-cap,380.67,No,Low,Seniors,Yes,327.4,794
PRD0766,Electronics,Aisle,191.26,No,High,Seniors,No,195.27,597
PRD0767,Electronics,Aisle,370.35,Yes,High,College Students,Yes,399.51,258
PRD0768,Electronics,Aisle,157.22,Yes,Medium,College Students,No,174.99,653
PRD0769,Electronics,Aisle,106.57,Yes,Medium,College Students,No,101.52,864
PRD0770,Electronics,Front of Store,491.64,Yes,High,Families,Yes,539.02,2043
PRD0771,Electronics,End-cap,212.81,Yes,Medium,College Students,Yes,187.95,574
PRD0772,Electronics,End-cap,480.79,No,Low,Seniors,Yes,530.76,619
PRD0773,Clothing,End-cap,486.42,Yes,Low,Seniors,Yes,432.06,548
PRD0774,Electronics,Front of Store,75.47,Yes,Medium,Young Adults,Yes,73.14,755
PRD0775,Clothing,Aisle,143.51,Yes,Low,College Students,Yes,156.31,897
PRD0776,Food,Front of Store,26.73,No,Medium,Families,Yes,23.92,329
PRD0777,Food,Aisle,119.58,,High,Young Adults,No,109.87,1049
PRD0778,Clothing,Front of Store,423.52,Yes,Low,Families,No,451.76,684
PRD0779,Electronics,End-cap,209.46,Yes,Medium,Families,Yes,223.29,1327
PRD0780,Clothing,End-cap,448.31,No,Low,College Students,Yes,467.29,554
PRD0781,Food,End-cap,231.94,Yes,Low,College Students,Yes,245.44,765
PRD0782,Clothing,End-cap,375.21,Yes,High,College Students,Yes,380.02,1325
PRD0783,Food,Aisle,292.48,No,High,Young Adults,Yes,270.7,810
PRD0784,Clothing,Front of Store,255.19,Yes,High,Families,Yes,243.38,1049
PRD0785,Clothing,Aisle,320.42,Yes,Medium,College Students,No,289.81,771
PRD0786,Clothing,Front of Store,200.2,No,High,College Students,Yes,224.73,880
PRD0787,Clothing,End-cap,297.99,Yes,High,College Students,Yes,305.44,1671
PRD0788,Clothing,End-cap,35.83,Yes,Low,College Students,Yes,34.76,631
PRD0789,Food,End-cap,332.91,No,High,Seniors,No,329.12,1404
PRD0790,Clothing,Front of Store,69.7,No,High,Families,No,79.05,974
PRD0791,Clothing,End-cap,,Yes,Low,Families,Yes,133.85,298
PRD0792,Clothing,Aisle,426.2,Yes,Low,College Students,No,437.23,689
PRD0793,Electronics,Aisle,463.39,No,Low,Young Adults,Yes,464.21,280
PRD0794,Food,Aisle,199.51,No,High,Families,Yes,206.18,663
PRD0795,Clothing,Front of Store,416.79,Yes,Low,Young Adults,No,356.54,448
PRD0796,Food,Aisle,166.49,Yes,Medium,College Students,Yes,185.08,1009
PRD0797,Clothing,End-cap,229.12,Yes,High,College Students,No,258.82,539
PRD0798,Electronics,Front of Store,120.64,,Low,Families,No,123.0,1165
PRD0799,Food,End-cap,472.06,Yes,Medium,College Students,Yes,499.91,1318
PRD0800,Electronics,Front of Store,72.38,No,High,Young Adults,No,81.55,1056
PRD0801,Electronics,Aisle,386.22,No,Low,College Students,No,410.23,378
PRD0802,Clothing,End-cap,58.94,No,Low,College Students,No,52.8,531
PRD0803,Food,End-cap,57.3,No,High,Families,Yes,58.61,1335
PRD0804,Food,Front of Store,227.54,No,High,Seniors,Yes,234.82,1181
PRD0805,Food,End-cap,160.45,No,Low,Young Adults,Yes,156.8,571
PRD0806,Food,Aisle,64.76,Yes,Low,Seniors,Yes,69.35,513
PRD0807,Clothing,Front of Store,182.35,Yes,Low,College Students,Yes,206.11,565
PRD0808,Clothing,End-cap,386.32,No,High,Young Adults,Yes,435.64,1102
PRD0809,Electronics,Front of Store,228.7,No,Low,College Students,Yes,225.33,395
PRD0810,Clothing,End-cap,234.36,No,Medium,Seniors,No,207.17,938
PRD0811,Food,Aisle,426.98,No,Low,Seniors,Yes,489.09,453
PRD0812,Clothing,Aisle,49.76,No,Medium,Young Adults,Yes,54.82,64
PRD0813,Electronics,Aisle,404.76,Yes,High,College Students,Yes,359.18,1166
PRD0814,Food,Aisle,155.59,Yes,Low,Seniors,No,175.23,529
PRD0815,Food,End-cap,353.83,No,High,Young Adults,No,393.09,1148
PRD0816,Electronics,Aisle,303.63,No,Low,College Students,Yes,305.35,340
PRD0817,Electronics,Front of Store,111.44,,Low,College Students,No,114.49,617
PRD0818,Food,End-cap,429.0,No,Low,Young Adults,Yes,416.0,629
PRD0819,Clothing,Aisle,78.42,No,Medium,College Students,No,67.95,384
PRD0820,Clothing,Front of Store,,Yes,High,Seniors,No,339.37,1312
PRD0821,Food,End-cap,484.36,No,High,Seniors,No,528.37,818
PRD0822,Food,Front of Store,201.14,Yes,Low,Young Adults,Yes,171.25,320
PRD0823,Food,End-cap,29.23,Yes,Low,Families,No,27.77,517
PRD0824,Clothing,Front of Store,152.93,Yes,Low,College Students,No,148.26,687
PRD0825,Clothing,Aisle,410.94,No,Medium,Seniors,Yes,415.55,707
PRD0826,Food,Front of Store,91.06,No,Medium,Seniors,No,102.53,761
PRD0827,Electronics,Front of Store,476.29,No,High,Seniors,No,454.33,1095
PRD0828,Food,End-cap,428.03,Yes,High,Seniors,Yes,408.38,1576
PRD0829,Food,End-cap,,,Medium,College Students,Yes,300.16,621
PRD0830,Clothing,Aisle,277.31,No,Medium,Families,Yes,273.33,564
PRD0831,Food,Front of Store,51.89,No,Low,College Students,No,47.6,520
PRD0832,Clothing,Front of Store,55.44,Yes,High,College Students,Yes,54.65,1434
PRD0833,Electronics,Front of Store,397.94,No,High,Young Adults,No,355.06,1221
PRD0834,Food,Front of Store,65.12,No,High,Seniors,Yes,58.8,1091
PRD0835,Electronics,Aisle,35.53,Yes,Low,Seniors,No,35.51,502
PRD0836,Food,End-cap,391.58,Yes,Medium,Families,Yes,382.06,1202
PRD0837,Electronics,Front of Store,115.03,No,Low,Families,No,129.35,458
PRD0838,Clothing,Aisle,103.08,Yes,Low,Young Adults,No,98.82,334
PRD0839,Food,Aisle,203.29,No,High,Young Adults,No,208.2,784
PRD0840,Food,Aisle,344.71,No,Low,Young Adults,Yes,358.39,298
PRD0841,Electronics,Aisle,469.1,No,Medium,Seniors,Yes,400.58,398
PRD0842,Clothing,Aisle,46.6,Yes,Low,Seniors,Yes,48.89,478
PRD0843,Electronics,End-cap,295.13,Yes,Low,Families,No,266.62,485
PRD0844,Electronics,Aisle,459.13,No,Medium,Families,Yes,522.64,499
PRD0845,Clothing,End-cap,42.12,No,Low,Young Adults,Yes,37.68,211
PRD0846,Electronics,Front of Store,498.59,Yes,Medium,College Students,No,485.82,829
PRD0847,Electronics,Front of Store,102.89,No,Low,Families,Yes,90.09,420
PRD0848,Food,End-cap,324.76,Yes,High,Seniors,No,373.17,1133
PRD0849,Electronics,End-cap,405.6,No,Medium,Families,Yes,405.87,922
PRD0850,Food,Front of Store,50.53,Yes,High,Seniors,No,51.98,1648
PRD0851,Clothing,Aisle,424.4,No,Low,College Students,No,369.28,181
PRD0852,Electronics,Front of Store,405.4,No,Medium,Young Adults,No,435.8,508
PRD0853,Clothing,Aisle,65.65,No,Low,Young Adults,Yes,59.94,269
PRD0854,Food,Aisle,471.43,No,High,Young Adults,Yes,527.73,592
PRD0855,Food,End-cap,30.07,,Low,Families,No,27.41,795
PRD0856,Food,End-cap,462.45,Yes,Low,Young Adults,Yes,419.54,599
PRD0857,Electronics,Front of Store,219.41,Yes,Low,Seniors,Yes,188.9,502
PRD0858,Food,Front of Store,363.59,Yes,High,Families,No,360.54,466
PRD0859,Food,End-cap,250.58,No,High,Families,Yes,255.45,1375
PRD0860,Electronics,Front of Store,194.45,Yes,Medium,College Students,No,169.12,490
PRD0861,Electronics,End-cap,216.2,No,Low,College Students,Yes,234.07,548
PRD0862,Electronics,End-cap,180.2,No,Low,Families,Yes,177.67,530
PRD0863,Food,Front of Store,454.61,No,Medium,Families,Yes,457.94,929
PRD0864,Food,Aisle,141.12,No,Low,Families,No,138.61,212
PRD0865,Electronics,Aisle,225.78,Yes,Low,Families,No,219.06,42
PRD0866,Electronics,End-cap,78.57,No,Low,Families,Yes,79.98,568
PRD0867,Clothing,Front of Store,308.98,Yes,Low,Seniors,No,277.02,840
PRD0868,Clothing,Aisle,310.4,Yes,Low,Families,No,280.78,624
PRD0869,Electronics,End-cap,,Yes,High,Seniors,No,360.72,1595
PRD0870,Electronics,End-cap,251.95,Yes,High,Young Adults,Yes,285.67,1280
PRD0871,Clothing,Front of Store,441.98,Yes,High,Seniors,Yes,425.18,1453
PRD0872,Electronics,Front of Store,242.12,Yes,Medium,Young Adults,Yes,225.47,552
PRD0873,Food,End-cap,48.42,No,Medium,College Students,No,50.51,880
PRD0874,Food,Aisle,194.59,No,High,College Students,No,189.26,863
PRD0875,Food,Front of Store,212.52,Yes,Medium,Families,Yes,182.26,1028
PRD0876,Electronics,Front of Store,323.11,No,High,Seniors,No,289.78,1645
PRD0877,Electronics,Front of Store,399.61,Yes,Low,Young Adults,No,425.5,671
PRD0878,Clothing,Aisle,128.33,Yes,Low,Young Adults,No,134.45,424
PRD0879,Electronics,Aisle,497.07,Yes,Low,Seniors,Yes,426.55,451
PRD0880,Electronics,End-cap,274.11,Yes,High,Families,No,251.25,640
PRD0881,Clothing,Front of Store,14.67,Yes,Medium,Seniors,Yes,13.49,617
PRD0882,Electronics,Aisle,194.34,No,High,College Students,Yes,204.36,723
PRD0883,Clothing,Aisle,358.12,Yes,Medium,College Students,Yes,306.52,547
PRD0884,Electronics,Front of Store,242.44,No,Medium,Families,Yes,213.65,627
PRD0885,Electronics,Aisle,391.81,No,Low,Seniors,No,427.06,290
PRD0886,Electronics,End-cap,175.3,No,Low,College Students,No,158.39,654
PRD0887,Electronics,Aisle,285.0,No,High,Young Adults,Yes,298.06,825
PRD0888,Food,Aisle,164.19,No,High,Young Adults,No,151.29,747
PRD0889,Food,End-cap,138.87,No,Low,Seniors,Yes,122.18,441
PRD0890,Electronics,Front of Store,17.9,Yes,High,Families,No,16.52,1224
PRD0891,Food,Aisle,300.57,No,Low,Young Adults,No,320.61,480
PRD0892,Clothing,End-cap,19.51,Yes,High,Young Adults,Yes,21.59,1110
PRD0893,Food,Front of Store,406.29,Yes,Medium,College Students,No,446.54,688
PRD0894,Clothing,End-cap,144.06,Yes,High,Young Adults,No,139.62,1240
PRD0895,Clothing,Aisle,405.28,No,Low,Seniors,No,425.72,229
PRD0896,Clothing,End-cap,238.48,No,High,Seniors,No,217.37,791
PRD0897,Food,Aisle,181.93,Yes,Medium,College Students,No,170.64,557
PRD0898,Electronics,Front of Store,294.07,No,Medium,Seniors,No,329.04,833
PRD0899,Electronics,Front of Store,120.22,Yes,Medium,Seniors,Yes,102.66,841
PRD0900,Food,End-cap,84.01,Yes,Low,College Students,No,73.56,673
PRD0901,Clothing,Aisle,127.69,No,High,College Students,Yes,116.5,941
PRD0902,Food,Front of Store,124.37,No,Low,College Students,No,106.7,402
PRD0903,Electronics,End-cap,269.18,Yes,Low,College Students,No,243.45,711
PRD0904,Food,Front of Store,396.66,Yes,Low,Young Adults,No,406.54,582
PRD0905,Food,Front of Store,369.84,Yes,High,Families,Yes,361.12,1263
PRD0906,Electronics,Aisle,383.2,No,Low,College Students,Yes,428.34,317
PRD0907,Electronics,Front of Store,474.16,No,High,Seniors,Yes,519.32,265
PRD0908,Clothing,Front of Store,289.97,,Medium,Families,Yes,276.21,748
PRD0909,Clothing,Aisle,,,High,Families,Yes,455.95,1391
PRD0910,Electronics,Front of Store,197.27,Yes,High,Families,Yes,190.15,1495
PRD0911,Clothing,Front of Store,467.93,No,Low,Young Adults,Yes,480.61,595
PRD0912,Electronics,Aisle,495.81,Yes,Medium,Young Adults,Yes,461.31,891
PRD0913,Food,Aisle,90.99,Yes,High,College Students,No,94.38,1101
PRD0914,Clothing,Front of Store,122.09,No,High,Seniors,No,118.77,953
PRD0915,Electronics,Front of Store,162.41,No,Low,College Students,Yes,164.95,376
PRD0916,Food,Front of Store,370.36,No,Medium,Families,No,363.26,543
PRD0917,Food,Front of Store,182.6,No,Low,College Students,Yes,171.34,497
PRD0918,Electronics,End-cap,297.82,Yes,Low,Families,No,337.89,953
PRD0919,Electronics,Front of Store,353.21,Yes,Low,Seniors,No,381.14,575
PRD0920,Food,Aisle,179.08,Yes,Low,Families,Yes,159.75,393
PRD0921,Food,Aisle,,No,High,Young Adults,No,317.6,825
PRD0922,Electronics,Aisle,75.34,No,Medium,College Students,Yes,75.06,590
PRD0923,Electronics,Aisle,474.44,No,Medium,College Students,Yes,530.6,311
PRD0924,Food,Front of Store,419.16,Yes,Low,Young Adults,Yes,456.87,186
PRD0925,Food,Front of Store,406.15,No,Low,Young Adults,No,397.04,350
PRD0926,Electronics,End-cap,485.34,,High,Young Adults,No,415.81,865
PRD0927,Electronics,Front of Store,273.35,Yes,Low,Families,Yes,254.38,462
PRD0928,Food,Aisle,91.9,Yes,Low,Young Adults,Yes,93.05,478
PRD0929,Electronics,Front of Store,,,High,Seniors,No,24.74,1112
PRD0930,Electronics,End-cap,32.8,No,Medium,College Students,Yes,30.42,1005
PRD0931,Electronics,Front of Store,302.82,No,Medium,College Students,Yes,270.06,658
PRD0932,Electronics,Front of Store,14.86,Yes,Low,Seniors,Yes,16.35,654
PRD0933,Clothing,Aisle,241.6,Yes,Medium,College Students,Yes,276.71,848
PRD0934,Clothing,End-cap,169.21,No,Medium,Young Adults,No,170.51,506
PRD0935,Food,Front of Store,309.0,Yes,Medium,College Students,Yes,278.56,1023
PRD0936,Clothing,Front of Store,404.19,No,High,Seniors,No,376.58,879
PRD0937,Electronics,End-cap,173.68,Yes,Medium,Young Adults,Yes,148.59,1093
PRD0938,Clothing,Front of Store,92.84,Yes,Low,Families,No,104.38,407
PRD0939,Food,End-cap,402.2,Yes,Low,Families,No,356.08,340
PRD0940,Food,End-cap,434.77,No,High,Young Adults,No,444.75,1438
PRD0941,Food,Aisle,34.48,Yes,Low,College Students,Yes,32.14,506
PRD0942,Clothing,Front of Store,78.12,No,High,Seniors,No,79.39,722
PRD0943,Clothing,End-cap,353.82,Yes,Low,Young Adults,Yes,369.89,517
PRD0944,Clothing,End-cap,75.12,Yes,Low,Seniors,No,82.55,937
PRD0945,Food,End-cap,59.91,Yes,Low,Families,Yes,54.63,409
PRD0946,Electronics,Aisle,265.52,No,Medium,Young Adults,Yes,226.57,746
PRD0947,Electronics,Front of Store,185.62,Yes,High,Young Adults,No,165.4,853
PRD0948,Food,Aisle,40.9,,Low,Seniors,No,45.81,458
PRD0949,Food,Aisle,353.75,Yes,Low,Families,No,393.43,451
PRD0950,Food,End-cap,332.76,Yes,Low,Families,No,342.48,827
PRD0951,Food,End-cap,295.08,No,High,Young Adults,No,303.98,966
PRD0952,Electronics,End-cap,171.6,Yes,Medium,Seniors,Yes,180.1,952
PRD0953,Clothing,End-cap,164.69,Yes,High,Young Adults,Yes,148.65,1381
PRD0954,Clothing,Aisle,488.05,Yes,High,College Students,No,548.73,750
PRD0955,Electronics,End-cap,367.51,No,Medium,Families,Yes,358.55,855
PRD0956,Clothing,Front of Store,221.25,Yes,Medium,Families,No,213.49,659
PRD0957,Electronics,Aisle,321.44,No,Low,Young Adults,Yes,323.26,358
PRD0958,Clothing,End-cap,246.16,No,High,Young Adults,No,212.7,736
PRD0959,Electronics,Front of Store,162.06,No,High,Young Adults,No,145.84,208
PRD0960,Clothing,End-cap,355.06,Yes,Medium,Families,Yes,380.41,943
PRD0961,Food,Front of Store,283.18,Yes,Low,Families,No,247.74,941
PRD0962,Food,End-cap,445.35,No,Low,Families,Yes,459.13,665
PRD0963,Clothing,End-cap,308.79,No,Medium,College Students,No,285.2,695
PRD0964,Electronics,Aisle,181.63,Yes,Low,Young Adults,No,175.6,419
PRD0965,Clothing,End-cap,334.44,No,Low,Families,No,313.24,493
PRD0966,Clothing,Front of Store,408.15,Yes,Low,College Students,No,390.48,635
PRD0967,Food,Front of Store,192.3,No,High,Young Adults,Yes,204.94,639
PRD0968,Electronics,Aisle,368.33,No,Medium,Seniors,Yes,345.91,667
PRD0969,Food,End-cap,150.79,No,Low,Seniors,No,153.79,654
PRD0970,Clothing,Aisle,92.97,No,Medium,Young Adults,Yes,92.3,607
PRD0971,Food,End-cap,5.89,Yes,Low,Young Adults,No,6.18,792
PRD0972,Electronics,Aisle,352.49,Yes,Low,Young Adults,No,398.68,503
PRD0973,Clothing,End-cap,288.55,No,Medium,Seniors,Yes,308.68,925
PRD0974,Clothing,End-cap,426.12,No,High,College Students,Yes,389.68,1236
PRD0975,Food,Aisle,386.56,No,Medium,Seniors,No,332.19,446
PRD0976,Electronics,Aisle,285.9,No,Low,Families,No,265.51,289
PRD0977,Electronics,Aisle,95.13,Yes,Medium,Young Adults,Yes,97.84,736
PRD0978,Electronics,Aisle,162.52,Yes,Low,Seniors,Yes,140.65,666
PRD0979,Electronics,End-cap,405.36,Yes,Low,Young Adults,Yes,404.92,400
PRD0980,Electronics,End-cap,307.63,No,High,College Students,No,316.57,646
PRD0981,Clothing,Front of Store,321.63,No,Medium,Families,Yes,305.64,629
PRD0982,Clothing,End-cap,56.53,No,Low,Seniors,No,61.12,547
PRD0983,Electronics,Aisle,250.61,No,Medium,College Students,Yes,221.03,526
PRD0984,Electronics,Aisle,168.93,No,Medium,College Students,Yes,147.4,536
PRD0985,Clothing,End-cap,43.51,Yes,Low,Families,No,46.49,653
PRD0986,Clothing,Front of Store,176.67,No,Medium,Families,Yes,176.43,868
PRD0987,Electronics,Front of Store,163.16,Yes,High,Families,No,172.38,668
PRD0988,Electronics,End-cap,319.91,Yes,Low,College Students,No,313.66,478
PRD0989,Clothing,Aisle,481.72,No,High,Seniors,No,445.07,726
PRD0990,Food,Aisle,411.72,Yes,Medium,College Students,No,451.13,362
PRD0991,Food,End-cap,336.66,No,Medium,Seniors,No,366.9,729
PRD0992,Food,Front of Store,366.0,Yes,Low,College Students,No,387.38,899
PRD0993,Clothing,End-cap,171.2,No,Medium,Families,Yes,159.5,704
PRD0994,Clothing,End-cap,10.64,,Low,Young Adults,No,10.93,749
PRD0995,Clothing,End-cap,108.79,No,Low,College Students,Yes,104.25,304
PRD0996,Food,End-cap,,Yes,High,College Students,No,305.47,1112
PRD0997,Electronics,Aisle,178.49,No,High,Young Adults,No,200.84,732
PRD0998,Clothing,Aisle,394.57,No,Low,College Students,Yes,351.58,316
PRD0999,Clothing,End-cap,361.6,No,Medium,College Students,Yes,410.44,1066
PRD1000,Clothing,Front of Store,28.83,No,Low,College Students,No,28.36,490
PRD1001,Food,End-cap,221.92,Yes,Low,College Students,No,200.96,424
PRD1002,Electronics,Aisle,212.73,Yes,Medium,College Students,Yes,215.4,767
PRD1003,Food,Aisle,87.34,Yes,Medium,Seniors,No,97.11,821
PRD1004,Food,Front of Store,209.94,Yes,Medium,Seniors,Yes,224.57,1151
PRD1005,Food,End-cap,441.48,Yes,Low,Seniors,Yes,482.08,1032
PRD1006,Clothing,Aisle,178.86,Yes,Medium,College Students,Yes,187.38,497
PRD1007,Food,Aisle,190.8,Yes,Low,College Students,No,201.81,378
PRD1008,Electronics,End-cap,415.26,Yes,Medium,Seniors,Yes,458.76,623
PRD1009,Electronics,End-cap,395.42,Yes,High,Families,Yes,365.72,1269
PRD1010,Electronics,Front of Store,291.14,No,Low,Seniors,No,290.22,478
PRD1011,Electronics,Front of Store,380.33,Yes,High,College Students,No,348.52,1516
PRD1012,Food,Front of Store,116.66,Yes,High,College Students,No,133.73,1257
PRD1013,Electronics,End-cap,228.39,Yes,Low,Families,Yes,258.82,633
PRD1014,Electronics,End-cap,400.6,No,High,Seniors,Yes,345.25,1097
PRD1015,Food,Front of Store,21.54,No,High,Young Adults,Yes,22.87,741
PRD1016,Food,Aisle,,No,Low,Families,No,16.85,626
PRD1017,Clothing,Aisle,134.26,Yes,Low,College Students,No,121.39,235
PRD1018,Food,End-cap,56.84,No,Medium,Families,Yes,58.0,812
PRD1019,Food,Aisle,174.2,Yes,High,Families,No,195.91,1723
PRD1020,Clothing,End-cap,444.53,,Medium,Young Adults,No,382.38,911
PRD1021,Clothing,Front of Store,84.65,Yes,Low,Young Adults,No,89.66,566
PRD1022,Food,End-cap,42.13,Yes,High,Families,Yes,39.57,1218
PRD1023,Clothing,End-cap,471.21,No,Medium,Seniors,No,531.2,728
PRD1024,Electronics,End-cap,489.13,Yes,Medium,Families,No,558.25,1413
PRD1025,Food,Aisle,172.29,No,Medium,Young Adults,No,195.25,185
PRD1026,Clothing,End-cap,492.71,Yes,Low,Young Adults,Yes,488.9,930
PRD1027,Clothing,Aisle,,No,High,Young Adults,Yes,495.72,472
PRD1028,Clothing,Front of Store,353.73,No,Medium,Young Adults,Yes,390.29,607
PRD1029,Clothing,Front of Store,218.51,No,High,Young Adults,Yes,206.65,784
PRD1030,Food,Aisle,328.55,Yes,Low,College Students,Yes,360.97,588
PRD1031,Clothing,End-cap,305.62,No,Low,Families,Yes,263.17,255
PRD1032,Clothing,Front of Store,219.93,Yes,Medium,Seniors,No,226.28,976
PRD1033,Clothing,End-cap,31.51,Yes,Medium,Seniors,Yes,28.96,1462
PRD1034,Electronics,Aisle,168.89,No,High,College Students,Yes,149.67,443
PRD1035,Electronics,End-cap,487.33,Yes,Low,Families,Yes,425.48,673
PRD1036,Food,Front of Store,207.59,Yes,High,Young Adults,No,219.81,1031
PRD1037,Food,End-cap,279.29,Yes,Low,Young Adults,No,265.87,718
PRD1038,Electronics,Front of Store,463.16,Yes,High,Seniors,Yes,494.39,1294
PRD1039,Electronics,End-cap,272.36,Yes,Low,Seniors,No,236.85,514
PRD1040,Clothing,Front of Store,,No,Medium,College Students,No,313.6,687
PRD1041,Clothing,Front of Store,152.21,Yes,Low,Families,No,154.01,925
PRD1042,Electronics,Front of Store,52.48,Yes,Low,Families,No,57.06,566
PRD1043,Food,Aisle,199.49,Yes,Medium,Young Adults,No,188.64,790
PRD1044,Electronics,Aisle,277.08,Yes,High,Families,Yes,287.54,656
PRD1045,Food,Aisle,248.02,No,High,Families,No,276.74,588
PRD1046,Electronics,End-cap,31.98,Yes,Low,College Students,Yes,33.09,800
PRD1047,Clothing,End-cap,6.89,No,Medium,College Students,Yes,6.34,1011
PRD1048,Food,End-cap,48.38,No,High,Young Adults,Yes,41.48,1162
PRD1049,Clothing,Front of Store,,No,Medium,College Students,Yes,458.67,598
PRD1050,Electronics,End-cap,314.42,Yes,Medium,Young Adults,No,269.26,909
PRD1051,Food,Aisle,,Yes,High,College Students,Yes,270.05,670
PRD1052,Food,Aisle,53.01,Yes,Low,College Students,No,53.47,591
PRD1053,Food,Front of Store,107.44,No,Medium,Seniors,Yes,121.59,834
PRD1054,Clothing,Front of Store,320.9,No,Medium,Seniors,No,349.66,570
PRD1055,Electronics,End-cap,488.64,Yes,Low,College Students,Yes,561.63,601
PRD1056,Clothing,Front of Store,239.42,No,Low,College Students,No,228.7,453
PRD1057,Food,Aisle,62.18,No,High,College Students,Yes,67.16,716
PRD1058,Clothing,Aisle,393.51,No,Low,Seniors,Yes,381.93,343
PRD1059,Food,Aisle,238.12,No,High,Young Adults,Yes,236.68,1222
PRD1060,Clothing,Aisle,447.96,No,High,Families,Yes,465.1,763
PRD1061,Electronics,Front of Store,136.18,No,Medium,College Students,Yes,151.45,589
PRD1062,Clothing,End-cap,322.72,No,Low,College Students,Yes,369.59,434
PRD1063,Clothing,End-cap,196.83,,Low,Seniors,Yes,212.67,659
PRD1064,Clothing,Front of Store,188.66,Yes,Medium,College Students,No,184.01,737
PRD1065,Clothing,End-cap,193.82,Yes,Medium,Young Adults,Yes,189.25,732
PRD1066,Electronics,Aisle,97.36,No,Low,Families,No,104.3,537
