Product ID,Product Category,Product Position,Price,Promotion,Foot Traffic,Consumer Demographics,Seasonal,Competitor Price,Sales Volume,Price Difference,Traffic Weight,Traffic Conversion Index
PRD0579,Food,Aisle,175.07,False,Medium,College Students,False,174.66,642,0.41,2,321.0
PRD0580,Clothing,Aisle,64.69,False,High,Young Adults,True,60.0,1134,4.69,3,378.0
PRD0581,Clothing,Aisle,430.87,False,High,Seniors,False,425.59,726,5.28,3,242.0
PRD0582,Electronics,End-cap,348.55,True,Low,College Students,False,398.74,665,-50.19,1,665.0
PRD0583,Food,End-cap,241.46,True,High,College Students,False,240.93,1393,0.53,3,464.33
PRD0584,Electronics,Front of Store,118.33,False,High,Families,True,112.25,1213,6.08,3,404.33
PRD0585,Food,Aisle,49.22,False,High,College Students,False,51.19,595,-1.97,3,198.33
PRD0586,Food,Front of Store,403.95,True,Low,Families,False,372.46,585,31.49,1,585.0
PRD0587,Clothing,End-cap,56.08,True,High,College Students,True,48.94,1357,7.14,3,452.33
PRD0588,Food,End-cap,186.94,True,Medium,Young Adults,True,166.13,1046,20.81,2,523.0
PRD0589,Food,Front of Store,153.13,False,High,College Students,True,136.04,951,17.09,3,317.0
PRD0590,Electronics,Aisle,194.45,True,High,College Students,True,174.14,1267,20.31,3,422.33
PRD0591,Electronics,Aisle,407.62,True,Low,College Students,False,363.45,86,44.17,1,86.0
PRD0592,Food,Aisle,437.88,True,Medium,Families,True,456.39,661,-18.51,2,330.5
PRD0593,Clothing,End-cap,322.58,False,High,Seniors,False,291.79,843,30.79,3,281.0
PRD0594,Electronics,Aisle,250.72,True,Low,Families,False,324.43,205,-73.71,1,205.0
PRD0595,Electronics,Aisle,38.86,False,High,Young Adults,True,43.49,951,-4.63,3,317.0
PRD0596,Clothing,Front of Store,283.83,False,Low,Families,False,281.61,593,2.22,1,593.0
PRD0597,Electronics,Front of Store,307.11,False,Low,Seniors,True,322.55,442,-15.44,1,442.0
PRD0598,Food,Front of Store,86.24,False,Low,Young Adults,False,77.76,540,8.48,1,540.0
PRD0599,Food,Front of Store,178.84,False,Medium,Seniors,True,162.33,890,16.51,2,445.0
PRD0600,Food,End-cap,110.46,True,Low,Seniors,True,95.25,888,15.21,1,888.0
PRD0601,Electronics,Aisle,375.39,False,High,Young Adults,True,338.11,1118,37.28,3,372.67
PRD0602,Electronics,End-cap,460.35,False,Low,Seniors,True,429.77,599,30.58,1,599.0
PRD0603,Electronics,Aisle,309.96,False,High,Families,True,279.93,766,30.03,3,255.33
PRD0604,Electronics,End-cap,223.98,True,Medium,Seniors,True,196.34,472,27.64,2,236.0
PRD0605,Food,Aisle,112.54,False,Medium,College Students,False,99.73,463,12.81,2,231.5
PRD0606,Clothing,Aisle,448.81,True,Low,Families,True,443.53,339,5.28,1,339.0
PRD0607,Food,Aisle,74.31,False,High,Seniors,True,67.76,1238,6.55,3,412.67
PRD0608,Electronics,End-cap,65.96,True,Medium,College Students,False,63.27,861,2.69,2,430.5
PRD0609,Food,Front of Store,366.35,False,Medium,Families,False,366.73,684,-0.38,2,342.0
PRD0610,Clothing,Front of Store,179.01,True,Low,Young Adults,False,189.23,699,-10.22,1,699.0
PRD0611,Food,End-cap,217.55,True,Low,Families,True,187.48,645,30.07,1,645.0
PRD0612,Clothing,Aisle,396.58,False,Low,Young Adults,False,432.2,580,-35.62,1,580.0
PRD0613,Electronics,Aisle,127.65,False,High,Families,False,132.55,670,-4.9,3,223.33
PRD0614,Food,End-cap,324.09,False,Low,College Students,True,283.43,518,40.66,1,518.0
PRD0615,Food,Front of Store,127.84,True,Low,Young Adults,True,142.17,466,-14.33,1,466.0
PRD0616,Food,Front of Store,302.49,False,High,Families,False,340.68,597,-38.19,3,199.0
PRD0617,Food,Aisle,361.98,True,High,Young Adults,True,314.32,796,47.66,3,265.33
PRD0618,Electronics,Front of Store,146.04,False,Low,Seniors,False,136.26,415,9.78,1,415.0
PRD0619,Clothing,Front of Store,470.93,True,High,Families,True,514.19,1121,-43.26,3,373.67
PRD0620,Clothing,Front of Store,18.28,False,High,Families,True,19.64,784,-1.36,3,261.33
PRD0621,Food,Aisle,424.3,False,Low,College Students,False,384.14,202,40.16,1,202.0
PRD0622,Electronics,Front of Store,438.53,True,High,College Students,False,400.29,1140,38.24,3,380.0
PRD0623,Clothing,Aisle,106.7,True,Low,College Students,False,102.55,249,4.15,1,249.0
PRD0624,Clothing,End-cap,305.43,False,Low,Young Adults,False,304.01,601,1.42,1,601.0
PRD0625,Clothing,End-cap,98.38,False,High,Families,True,101.87,1183,-3.49,3,394.33
PRD0626,Clothing,Aisle,198.92,False,Low,Young Adults,True,191.1,196,7.82,1,196.0
PRD0627,Clothing,Front of Store,324.85,True,Medium,Families,False,321.2,707,3.65,2,353.5
PRD0628,Clothing,End-cap,392.98,False,High,College Students,True,422.16,894,-29.18,3,298.0
PRD0629,Electronics,Aisle,250.72,True,High,Young Adults,False,342.61,1068,-91.89,3,356.0
PRD0630,Food,Front of Store,123.47,True,High,Seniors,True,114.3,1640,9.17,3,546.67
PRD0631,Clothing,End-cap,196.01,False,Low,Seniors,True,208.56,235,-12.55,1,235.0
PRD0632,Electronics,Aisle,124.34,True,Low,Families,True,139.08,517,-14.74,1,517.0
PRD0633,Electronics,Front of Store,320.85,True,High,Young Adults,False,321.97,1225,-1.12,3,408.33
PRD0634,Food,Front of Store,40.15,True,Low,Young Adults,True,40.54,721,-0.39,1,721.0
PRD0635,Food,Aisle,444.92,False,Medium,Families,True,392.49,531,52.43,2,265.5
PRD0636,Clothing,Front of Store,10.97,True,Medium,Families,False,10.8,604,0.17,2,302.0
PRD0637,Food,End-cap,183.74,True,Medium,College Students,True,185.54,905,-1.8,2,452.5
PRD0638,Food,Aisle,161.65,True,High,Families,False,149.16,742,12.49,3,247.33
PRD0639,Electronics,Front of Store,196.48,True,Low,College Students,False,182.88,722,13.6,1,722.0
PRD0640,Electronics,Front of Store,420.29,False,High,Young Adults,True,404.82,905,15.47,3,301.67
PRD0641,Electronics,Front of Store,213.33,True,Medium,Seniors,False,182.62,1224,30.71,2,612.0
PRD0642,Clothing,Front of Store,275.45,True,Medium,Seniors,True,260.75,765,14.7,2,382.5
PRD0643,Clothing,Front of Store,90.52,True,Medium,College Students,True,82.68,614,7.84,2,307.0
PRD0644,Food,Aisle,238.15,True,High,Families,False,225.83,532,12.32,3,177.33
PRD0645,Food,End-cap,493.75,False,High,Families,False,437.43,482,56.32,3,160.67
PRD0646,Clothing,End-cap,41.13,True,Medium,Seniors,False,45.95,525,-4.82,2,262.5
PRD0647,Clothing,Aisle,295.74,True,Medium,Seniors,False,304.04,772,-8.3,2,386.0
PRD0648,Electronics,Front of Store,11.83,False,Low,College Students,True,12.47,532,-0.64,1,532.0
PRD0649,Clothing,End-cap,111.79,False,Low,College Students,True,121.49,283,-9.7,1,283.0
PRD0650,Clothing,End-cap,461.68,False,Medium,Young Adults,True,461.46,887,0.22,2,443.5
PRD0651,Food,End-cap,474.6,False,Low,Seniors,False,415.79,418,58.81,1,418.0
PRD0652,Food,Front of Store,202.0,False,Medium,Families,True,204.25,689,-2.25,2,344.5
PRD0653,Electronics,Aisle,146.81,False,Medium,Young Adults,False,150.63,816,-3.82,2,408.0
PRD0654,Clothing,End-cap,357.75,True,Medium,College Students,False,384.09,1270,-26.34,2,635.0
PRD0655,Food,Aisle,384.72,False,Low,College Students,True,376.83,321,7.89,1,321.0
PRD0656,Clothing,End-cap,214.67,False,Medium,Young Adults,False,190.69,512,23.98,2,256.0
PRD0657,Clothing,Aisle,204.13,True,Medium,Seniors,True,190.89,230,13.24,2,115.0
PRD0658,Electronics,Front of Store,322.07,True,Low,Young Adults,False,308.84,428,13.23,1,428.0
PRD0659,Clothing,Front of Store,250.72,True,Medium,Families,False,283.01,803,-32.29,2,401.5
PRD0660,Electronics,Front of Store,80.58,False,Low,Young Adults,True,82.29,325,-1.71,1,325.0
PRD0661,Food,Aisle,46.38,False,Medium,Seniors,False,44.38,480,2.0,2,240.0
PRD0662,Food,Front of Store,44.12,True,Low,College Students,True,50.56,614,-6.44,1,614.0
PRD0663,Food,Front of Store,460.86,False,High,College Students,True,475.48,923,-14.62,3,307.67
PRD0664,Food,End-cap,487.29,True,Medium,College Students,False,448.88,563,38.41,2,281.5
PRD0665,Electronics,Aisle,81.91,True,Low,College Students,False,72.12,478,9.79,1,478.0
PRD0666,Electronics,Aisle,166.74,False,High,Young Adults,True,149.38,849,17.36,3,283.0
PRD0667,Food,End-cap,295.29,True,Medium,College Students,False,272.79,612,22.5,2,306.0
PRD0668,Food,Front of Store,382.8,False,Low,Families,False,343.83,597,38.97,1,597.0
PRD0669,Food,End-cap,250.72,False,Low,College Students,True,295.95,475,-45.23,1,475.0
PRD0670,Electronics,Front of Store,323.36,True,High,Young Adults,False,302.51,1176,20.85,3,392.0
PRD0671,Food,Aisle,158.53,True,Medium,Seniors,False,143.0,788,15.53,2,394.0
PRD0672,Electronics,Front of Store,221.56,True,Low,College Students,False,247.93,642,-26.37,1,642.0
PRD0673,Clothing,End-cap,476.95,False,High,College Students,True,416.89,1350,60.06,3,450.0
PRD0674,Food,Front of Store,123.13,True,High,Families,False,124.04,1397,-0.91,3,465.67
PRD0675,Electronics,End-cap,126.02,False,Low,Families,True,122.63,399,3.39,1,399.0
PRD0676,Electronics,Front of Store,462.69,False,Medium,Young Adults,True,529.65,731,-66.96,2,365.5
PRD0677,Electronics,Aisle,62.41,False,High,College Students,True,55.15,492,7.26,3,164.0
PRD0678,Clothing,Aisle,308.09,True,Medium,Seniors,True,298.65,671,9.44,2,335.5
PRD0679,Food,Aisle,32.24,False,Low,Seniors,True,36.78,381,-4.54,1,381.0
PRD0680,Electronics,Front of Store,334.71,True,Low,College Students,False,371.41,563,-36.7,1,563.0
PRD0681,Food,End-cap,330.74,False,Low,Families,False,362.2,518,-31.46,1,518.0
PRD0682,Electronics,Aisle,91.94,False,Low,Young Adults,False,85.26,152,6.68,1,152.0
PRD0683,Food,End-cap,11.27,False,High,College Students,True,10.16,877,1.11,3,292.33
PRD0684,Clothing,Aisle,72.92,False,High,College Students,True,76.61,847,-3.69,3,282.33
PRD0685,Electronics,Aisle,10.62,True,Medium,Families,False,11.99,749,-1.37,2,374.5
PRD0686,Electronics,Aisle,250.72,False,Medium,College Students,False,254.99,380,-4.27,2,190.0
PRD0687,Clothing,Aisle,176.62,True,Low,Young Adults,False,180.41,531,-3.79,1,531.0
PRD0688,Food,End-cap,261.03,True,Medium,Seniors,False,243.8,673,17.23,2,336.5
PRD0689,Electronics,End-cap,412.14,False,Low,Seniors,False,445.46,695,-33.32,1,695.0
PRD0690,Clothing,Front of Store,133.33,False,High,Young Adults,False,120.81,1015,12.52,3,338.33
PRD0691,Electronics,End-cap,250.72,False,High,Seniors,False,179.08,846,71.64,3,282.0
PRD0692,Electronics,Front of Store,376.14,False,Low,College Students,True,367.73,643,8.41,1,643.0
PRD0693,Electronics,End-cap,437.36,False,Low,Young Adults,False,438.36,345,-1.0,1,345.0
PRD0694,Food,End-cap,367.8,False,High,Families,False,339.38,1339,28.42,3,446.33
PRD0695,Clothing,Aisle,63.44,True,Medium,Families,True,56.11,845,7.33,2,422.5
PRD0696,Clothing,Front of Store,450.45,True,Medium,Families,False,465.4,685,-14.95,2,342.5
PRD0697,Clothing,Aisle,170.83,True,Low,Families,True,160.0,645,10.83,1,645.0
PRD0698,Clothing,End-cap,217.52,True,High,College Students,True,222.82,1388,-5.3,3,462.67
PRD0699,Electronics,End-cap,264.31,False,Medium,College Students,False,236.9,760,27.41,2,380.0
PRD0700,Food,Aisle,135.16,True,Medium,Families,True,134.4,700,0.76,2,350.0
PRD0701,Clothing,Front of Store,250.72,False,High,College Students,False,492.42,950,-241.7,3,316.67
PRD0702,Food,End-cap,315.63,False,Low,Young Adults,False,273.19,609,42.44,1,609.0
PRD0703,Clothing,End-cap,250.59,True,High,Young Adults,True,238.31,1689,12.28,3,563.0
PRD0704,Clothing,Aisle,257.84,True,High,Young Adults,True,229.56,463,28.28,3,154.33
PRD0705,Electronics,End-cap,32.44,True,Medium,Families,False,28.19,1266,4.25,2,633.0
PRD0706,Electronics,End-cap,430.38,False,Medium,Families,False,493.64,385,-63.26,2,192.5
PRD0707,Electronics,End-cap,87.61,True,Medium,Families,False,82.94,1191,4.67,2,595.5
PRD0708,Food,Front of Store,250.72,True,Medium,College Students,True,90.57,1148,160.15,2,574.0
PRD0709,Electronics,End-cap,387.8,False,High,Seniors,True,359.25,706,28.55,3,235.33
PRD0710,Electronics,End-cap,447.66,False,Low,Seniors,True,472.04,472,-24.38,1,472.0
PRD0711,Clothing,End-cap,338.69,True,High,College Students,True,365.13,1003,-26.44,3,334.33
PRD0712,Clothing,Aisle,62.09,False,Low,Families,True,63.87,360,-1.78,1,360.0
PRD0713,Electronics,End-cap,371.69,False,Low,Families,False,368.52,444,3.17,1,444.0
PRD0714,Electronics,Front of Store,6.27,False,Medium,College Students,True,6.1,740,0.17,2,370.0
PRD0715,Food,End-cap,430.05,False,High,Young Adults,True,410.55,1462,19.5,3,487.33
PRD0716,Food,End-cap,11.08,True,Medium,Young Adults,False,12.51,1420,-1.43,2,710.0
PRD0717,Clothing,Front of Store,27.76,False,Low,College Students,False,30.51,384,-2.75,1,384.0
PRD0718,Food,End-cap,185.17,True,High,College Students,True,211.0,1407,-25.83,3,469.0
PRD0719,Electronics,Aisle,460.51,True,High,Young Adults,True,408.61,482,51.9,3,160.67
PRD0720,Electronics,Front of Store,93.59,True,Medium,Young Adults,True,100.07,650,-6.48,2,325.0
PRD0721,Clothing,End-cap,480.37,True,Medium,Seniors,False,543.54,1290,-63.17,2,645.0
PRD0722,Electronics,Aisle,22.5,False,High,Seniors,False,20.35,1113,2.15,3,371.0
PRD0723,Electronics,End-cap,402.54,False,Medium,Seniors,True,350.19,440,52.35,2,220.0
PRD0724,Electronics,Front of Store,358.44,True,Medium,Families,True,384.37,705,-25.93,2,352.5
PRD0725,Electronics,Aisle,329.57,False,Low,Young Adults,True,336.93,381,-7.36,1,381.0
PRD0726,Food,Front of Store,116.14,False,High,Families,False,128.05,1073,-11.91,3,357.67
PRD0727,Food,End-cap,127.89,False,High,College Students,False,114.07,794,13.82,3,264.67
PRD0728,Food,End-cap,458.35,False,Low,Families,True,498.95,607,-40.6,1,607.0
PRD0729,Food,Aisle,250.72,False,Medium,Families,False,148.75,428,101.97,2,214.0
PRD0730,Food,Aisle,413.87,False,High,College Students,True,372.11,746,41.76,3,248.67
PRD0731,Clothing,End-cap,287.91,False,Medium,Families,True,258.91,814,29.0,2,407.0
PRD0732,Electronics,Front of Store,64.1,True,Low,Families,True,70.15,601,-6.05,1,601.0
PRD0733,Clothing,End-cap,338.3,False,Medium,Seniors,True,355.07,669,-16.77,2,334.5
PRD0734,Electronics,End-cap,31.07,True,Medium,College Students,False,31.28,968,-0.21,2,484.0
PRD0735,Electronics,End-cap,115.48,False,High,College Students,False,110.59,1022,4.89,3,340.67
PRD0736,Electronics,Front of Store,260.31,True,Low,College Students,False,289.77,533,-29.46,1,533.0
PRD0737,Clothing,Front of Store,27.73,True,Low,College Students,True,26.84,503,0.89,1,503.0
PRD0738,Electronics,End-cap,203.46,False,High,Young Adults,False,222.78,1708,-19.32,3,569.33
PRD0739,Electronics,Aisle,439.11,False,Low,Young Adults,True,431.09,408,8.02,1,408.0
PRD0740,Food,Front of Store,433.69,False,Medium,College Students,False,417.68,546,16.01,2,273.0
PRD0741,Food,End-cap,387.9,False,High,Young Adults,False,383.56,1269,4.34,3,423.0
PRD0742,Electronics,End-cap,158.8,False,Low,Families,False,149.34,440,9.46,1,440.0
PRD0743,Food,End-cap,47.76,True,Medium,Seniors,False,51.31,1353,-3.55,2,676.5
PRD0744,Clothing,Aisle,231.09,False,High,Seniors,False,231.28,916,-0.19,3,305.33
PRD0745,Electronics,Front of Store,187.62,True,Medium,Families,True,172.55,580,15.07,2,290.0
PRD0746,Clothing,End-cap,149.34,False,Low,Seniors,True,167.24,611,-17.9,1,611.0
PRD0747,Food,Front of Store,393.33,True,High,Families,True,379.63,618,13.7,3,206.0
PRD0748,Food,End-cap,371.09,True,High,Families,True,375.94,993,-4.85,3,331.0
PRD0749,Clothing,End-cap,125.08,False,Medium,Seniors,True,140.33,494,-15.25,2,247.0
PRD0750,Electronics,Front of Store,187.3,False,Medium,Families,False,194.28,688,-6.98,2,344.0
PRD0751,Food,Aisle,486.07,False,Low,Seniors,True,430.21,531,55.86,1,531.0
PRD0752,Food,Aisle,498.9,True,High,College Students,True,564.73,1790,-65.83,3,596.67
PRD0753,Food,Front of Store,389.06,True,Medium,Seniors,False,403.97,1022,-14.91,2,511.0
PRD0754,Clothing,Front of Store,367.57,True,High,Seniors,False,349.36,1345,18.21,3,448.33
PRD0755,Clothing,End-cap,275.55,False,Low,College Students,True,245.73,225,29.82,1,225.0
PRD0756,Food,End-cap,399.01,True,Low,Seniors,True,434.21,586,-35.2,1,586.0
PRD0757,Electronics,Front of Store,79.53,False,Low,Families,False,82.39,352,-2.86,1,352.0
PRD0758,Clothing,Front of Store,466.54,False,Low,Young Adults,False,471.22,375,-4.68,1,375.0
PRD0759,Electronics,Front of Store,250.72,False,Low,College Students,False,18.83,438,231.89,1,438.0
PRD0760,Clothing,Aisle,273.06,False,High,Seniors,False,296.7,708,-23.64,3,236.0
PRD0761,Clothing,Aisle,319.79,False,High,College Students,True,286.37,304,33.42,3,101.33
PRD0762,Electronics,Aisle,348.26,False,Low,College Students,True,328.59,428,19.67,1,428.0
PRD0763,Electronics,Front of Store,9.75,False,Medium,Families,False,9.01,406,0.74,2,203.0
PRD0764,Electronics,Front of Store,170.83,False,Medium,Families,True,183.33,707,-12.5,2,353.5
PRD0765,Clothing,End-cap,380.67,False,Low,Seniors,True,327.4,794,53.27,1,794.0
PRD0766,Electronics,Aisle,191.26,False,High,Seniors,False,195.27,597,-4.01,3,199.0
PRD0767,Electronics,Aisle,370.35,True,High,College Students,True,399.51,258,-29.16,3,86.0
PRD0768,Electronics,Aisle,157.22,True,Medium,College Students,False,174.99,653,-17.77,2,326.5
PRD0769,Electronics,Aisle,106.57,True,Medium,College Students,False,101.52,864,5.05,2,432.0
PRD0770,Electronics,Front of Store,491.64,True,High,Families,True,539.02,2043,-47.38,3,681.0
PRD0771,Electronics,End-cap,212.81,True,Medium,College Students,True,187.95,574,24.86,2,287.0
PRD0772,Electronics,End-cap,480.79,False,Low,Seniors,True,530.76,619,-49.97,1,619.0
PRD0773,Clothing,End-cap,486.42,True,Low,Seniors,True,432.06,548,54.36,1,548.0
PRD0774,Electronics,Front of Store,75.47,True,Medium,Young Adults,True,73.14,755,2.33,2,377.5
PRD0775,Clothing,Aisle,143.51,True,Low,College Students,True,156.31,897,-12.8,1,897.0
PRD0776,Food,Front of Store,26.73,False,Medium,Families,True,23.92,329,2.81,2,164.5
PRD0777,Food,Aisle,119.58,True,High,Young Adults,False,109.87,1049,9.71,3,349.67
PRD0778,Clothing,Front of Store,423.52,True,Low,Families,False,451.76,684,-28.24,1,684.0
PRD0779,Electronics,End-cap,209.46,True,Medium,Families,True,223.29,1327,-13.83,2,663.5
PRD0780,Clothing,End-cap,448.31,False,Low,College Students,True,467.29,554,-18.98,1,554.0
PRD0781,Food,End-cap,231.94,True,Low,College Students,True,245.44,765,-13.5,1,765.0
PRD0782,Clothing,End-cap,375.21,True,High,College Students,True,380.02,1325,-4.81,3,441.67
PRD0783,Food,Aisle,292.48,False,High,Young Adults,True,270.7,810,21.78,3,270.0
PRD0784,Clothing,Front of Store,255.19,True,High,Families,True,243.38,1049,11.81,3,349.67
PRD0785,Clothing,Aisle,320.42,True,Medium,College Students,False,289.81,771,30.61,2,385.5
PRD0786,Clothing,Front of Store,200.2,False,High,College Students,True,224.73,880,-24.53,3,293.33
PRD0787,Clothing,End-cap,297.99,True,High,College Students,True,305.44,1671,-7.45,3,557.0
PRD0788,Clothing,End-cap,35.83,True,Low,College Students,True,34.76,631,1.07,1,631.0
PRD0789,Food,End-cap,332.91,False,High,Seniors,False,329.12,1404,3.79,3,468.0
PRD0790,Clothing,Front of Store,69.7,False,High,Families,False,79.05,974,-9.35,3,324.67
PRD0791,Clothing,End-cap,250.72,True,Low,Families,True,133.85,298,116.87,1,298.0
PRD0792,Clothing,Aisle,426.2,True,Low,College Students,False,437.23,689,-11.03,1,689.0
PRD0793,Electronics,Aisle,463.39,False,Low,Young Adults,True,464.21,280,-0.82,1,280.0
PRD0794,Food,Aisle,199.51,False,High,Families,True,206.18,663,-6.67,3,221.0
PRD0795,Clothing,Front of Store,416.79,True,Low,Young Adults,False,356.54,448,60.25,1,448.0
PRD0796,Food,Aisle,166.49,True,Medium,College Students,True,185.08,1009,-18.59,2,504.5
PRD0797,Clothing,End-cap,229.12,True,High,College Students,False,258.82,539,-29.7,3,179.67
PRD0798,Electronics,Front of Store,120.64,True,Low,Families,False,123.0,1165,-2.36,1,1165.0
PRD0799,Food,End-cap,472.06,True,Medium,College Students,True,499.91,1318,-27.85,2,659.0
PRD0800,Electronics,Front of Store,72.38,False,High,Young Adults,False,81.55,1056,-9.17,3,352.0
PRD0801,Electronics,Aisle,386.22,False,Low,College Students,False,410.23,378,-24.01,1,378.0
PRD0802,Clothing,End-cap,58.94,False,Low,College Students,False,52.8,531,6.14,1,531.0
PRD0803,Food,End-cap,57.3,False,High,Families,True,58.61,1335,-1.31,3,445.0
PRD0804,Food,Front of Store,227.54,False,High,Seniors,True,234.82,1181,-7.28,3,393.67
PRD0805,Food,End-cap,160.45,False,Low,Young Adults,True,156.8,571,3.65,1,571.0
PRD0806,Food,Aisle,64.76,True,Low,Seniors,True,69.35,513,-4.59,1,513.0
PRD0807,Clothing,Front of Store,182.35,True,Low,College Students,True,206.11,565,-23.76,1,565.0
PRD0808,Clothing,End-cap,386.32,False,High,Young Adults,True,435.64,1102,-49.32,3,367.33
PRD0809,Electronics,Front of Store,228.7,False,Low,College Students,True,225.33,395,3.37,1,395.0
PRD0810,Clothing,End-cap,234.36,False,Medium,Seniors,False,207.17,938,27.19,2,469.0
PRD0811,Food,Aisle,426.98,False,Low,Seniors,True,489.09,453,-62.11,1,453.0
PRD0812,Clothing,Aisle,49.76,False,Medium,Young Adults,True,54.82,64,-5.06,2,32.0
PRD0813,Electronics,Aisle,404.76,True,High,College Students,True,359.18,1166,45.58,3,388.67
PRD0814,Food,Aisle,155.59,True,Low,Seniors,False,175.23,529,-19.64,1,529.0
PRD0815,Food,End-cap,353.83,False,High,Young Adults,False,393.09,1148,-39.26,3,382.67
PRD0816,Electronics,Aisle,303.63,False,Low,College Students,True,305.35,340,-1.72,1,340.0
PRD0817,Electronics,Front of Store,111.44,True,Low,College Students,False,114.49,617,-3.05,1,617.0
PRD0818,Food,End-cap,429.0,False,Low,Young Adults,True,416.0,629,13.0,1,629.0
PRD0819,Clothing,Aisle,78.42,False,Medium,College Students,False,67.95,384,10.47,2,192.0
PRD0820,Clothing,Front of Store,250.72,True,High,Seniors,False,339.37,1312,-88.65,3,437.33
PRD0821,Food,End-cap,484.36,False,High,Seniors,False,528.37,818,-44.01,3,272.67
PRD0822,Food,Front of Store,201.14,True,Low,Young Adults,True,171.25,320,29.89,1,320.0
PRD0823,Food,End-cap,29.23,True,Low,Families,False,27.77,517,1.46,1,517.0
PRD0824,Clothing,Front of Store,152.93,True,Low,College Students,False,148.26,687,4.67,1,687.0
PRD0825,Clothing,Aisle,410.94,False,Medium,Seniors,True,415.55,707,-4.61,2,353.5
PRD0826,Food,Front of Store,91.06,False,Medium,Seniors,False,102.53,761,-11.47,2,380.5
PRD0827,Electronics,Front of Store,476.29,False,High,Seniors,False,454.33,1095,21.96,3,365.0
PRD0828,Food,End-cap,428.03,True,High,Seniors,True,408.38,1576,19.65,3,525.33
PRD0829,Food,End-cap,250.72,True,Medium,College Students,True,300.16,621,-49.44,2,310.5
PRD0830,Clothing,Aisle,277.31,False,Medium,Families,True,273.33,564,3.98,2,282.0
PRD0831,Food,Front of Store,51.89,False,Low,College Students,False,47.6,520,4.29,1,520.0
PRD0832,Clothing,Front of Store,55.44,True,High,College Students,True,54.65,1434,0.79,3,478.0
PRD0833,Electronics,Front of Store,397.94,False,High,Young Adults,False,355.06,1221,42.88,3,407.0
PRD0834,Food,Front of Store,65.12,False,High,Seniors,True,58.8,1091,6.32,3,363.67
PRD0835,Electronics,Aisle,35.53,True,Low,Seniors,False,35.51,502,0.02,1,502.0
PRD0836,Food,End-cap,391.58,True,Medium,Families,True,382.06,1202,9.52,2,601.0
PRD0837,Electronics,Front of Store,115.03,False,Low,Families,False,129.35,458,-14.32,1,458.0
PRD0838,Clothing,Aisle,103.08,True,Low,Young Adults,False,98.82,334,4.26,1,334.0
PRD0839,Food,Aisle,203.29,False,High,Young Adults,False,208.2,784,-4.91,3,261.33
PRD0840,Food,Aisle,344.71,False,Low,Young Adults,True,358.39,298,-13.68,1,298.0
PRD0841,Electronics,Aisle,469.1,False,Medium,Seniors,True,400.58,398,68.52,2,199.0
PRD0842,Clothing,Aisle,46.6,True,Low,Seniors,True,48.89,478,-2.29,1,478.0
PRD0843,Electronics,End-cap,295.13,True,Low,Families,False,266.62,485,28.51,1,485.0
PRD0844,Electronics,Aisle,459.13,False,Medium,Families,True,522.64,499,-63.51,2,249.5
PRD0845,Clothing,End-cap,42.12,False,Low,Young Adults,True,37.68,211,4.44,1,211.0
PRD0846,Electronics,Front of Store,498.59,True,Medium,College Students,False,485.82,829,12.77,2,414.5
PRD0847,Electronics,Front of Store,102.89,False,Low,Families,True,90.09,420,12.8,1,420.0
PRD0848,Food,End-cap,324.76,True,High,Seniors,False,373.17,1133,-48.41,3,377.67
PRD0849,Electronics,End-cap,405.6,False,Medium,Families,True,405.87,922,-0.27,2,461.0
PRD0850,Food,Front of Store,50.53,True,High,Seniors,False,51.98,1648,-1.45,3,549.33
PRD0851,Clothing,Aisle,424.4,False,Low,College Students,False,369.28,181,55.12,1,181.0
PRD0852,Electronics,Front of Store,405.4,False,Medium,Young Adults,False,435.8,508,-30.4,2,254.0
PRD0853,Clothing,Aisle,65.65,False,Low,Young Adults,True,59.94,269,5.71,1,269.0
PRD0854,Food,Aisle,471.43,False,High,Young Adults,True,527.73,592,-56.3,3,197.33
PRD0855,Food,End-cap,30.07,True,Low,Families,False,27.41,795,2.66,1,795.0
PRD0856,Food,End-cap,462.45,True,Low,Young Adults,True,419.54,599,42.91,1,599.0
PRD0857,Electronics,Front of Store,219.41,True,Low,Seniors,True,188.9,502,30.51,1,502.0
PRD0858,Food,Front of Store,363.59,True,High,Families,False,360.54,466,3.05,3,155.33
PRD0859,Food,End-cap,250.58,False,High,Families,True,255.45,1375,-4.87,3,458.33
PRD0860,Electronics,Front of Store,194.45,True,Medium,College Students,False,169.12,490,25.33,2,245.0
PRD0861,Electronics,End-cap,216.2,False,Low,College Students,True,234.07,548,-17.87,1,548.0
PRD0862,Electronics,End-cap,180.2,False,Low,Families,True,177.67,530,2.53,1,530.0
PRD0863,Food,Front of Store,454.61,False,Medium,Families,True,457.94,929,-3.33,2,464.5
PRD0864,Food,Aisle,141.12,False,Low,Families,False,138.61,212,2.51,1,212.0
PRD0865,Electronics,Aisle,225.78,True,Low,Families,False,219.06,42,6.72,1,42.0
PRD0866,Electronics,End-cap,78.57,False,Low,Families,True,79.98,568,-1.41,1,568.0
PRD0867,Clothing,Front of Store,308.98,True,Low,Seniors,False,277.02,840,31.96,1,840.0
PRD0868,Clothing,Aisle,310.4,True,Low,Families,False,280.78,624,29.62,1,624.0
PRD0869,Electronics,End-cap,250.72,True,High,Seniors,False,360.72,1595,-110.0,3,531.67
